radius	low	clinical
70	0.29206588223403224	0.13751271497934855
72	0.29236889782490866	0.13916290682031884
74	0.29287972687160174	0.14083587544613851
76	0.29341409530982776	0.14235688380294453
78	0.2940377125037457	0.14398001248710085
80	0.2946255945127669	0.14552129772601874
82	0.29517519094942873	0.14701102000040425
84	0.2958104471747577	0.14846438867068293
86	0.29652448088897426	0.1500113771018154
88	0.29733466651179985	0.15150057545204845
90	0.29830288072730293	0.153083569896988
92	0.2993857721847554	0.15477006519770753
94	0.30062750813316247	0.15658404881549223
96	0.30209647621415503	0.15852068594519075
98	0.30399579001479254	0.16069268893273284
100	0.3061313774072329	0.16301990359978638
102	0.3082626111311867	0.1653479107138765
104	0.31042769682358623	0.16770802267314341
106	0.312604350310622	0.1701724846156221
108	0.314815750486229	0.17263923146878896
110	0.31705605926378594	0.17519629955545285
112	0.3192996549846985	0.1778515544734679
114	0.3215512188822346	0.18056863893786274
116	0.32382738092610797	0.18333575200161584
118	0.3262086036698225	0.18628288655553288
120	0.32871567829813686	0.18941896661572402
122	0.3312141799453116	0.19263041484705315
124	0.33369773700213706	0.19589642022597473
126	0.33634925713868924	0.19943682571495594
128	0.3390441674229368	0.2029531008272291
