radius	low	clinical
70	0.2712579098220606	0.09613521987554445
72	0.2715324112363208	0.09615204581881495
74	0.27176130701877654	0.09614336682834536
76	0.27196476649238377	0.09611063436713495
78	0.27205756623806954	0.09605009572183455
80	0.27205477284719676	0.0959364130225717
82	0.27201286854175344	0.09581005195456409
84	0.2720513495349556	0.09570299362640707
86	0.272274391000361	0.09567386802804116
88	0.2726674544865933	0.09570348506003398
90	0.2732718647238954	0.09583318883515259
92	0.2741636036036987	0.09607963070610083
94	0.27534144889104656	0.09642913410739118
96	0.2774241022113506	0.09954923796584819
98	0.2813774191126637	0.10793481519145405
100	0.2856070599879794	0.11647275074831732
102	0.2897723220458572	0.12448253289529972
104	0.29397173537819454	0.13212166658516467
106	0.29824795220879935	0.13965455955477574
108	0.30256353910961564	0.1468065787290941
110	0.3070801421784249	0.15384229260594487
112	0.3117312512484325	0.16077859843915696
114	0.3165760173528815	0.1677044185829155
116	0.3214142274399718	0.17446537224248165
118	0.32633335433543614	0.18123238329940372
120	0.3313823867256596	0.18807259192412729
122	0.3366062139991211	0.19505658549845517
124	0.3420412988001259	0.2022158192549098
126	0.34781258529086234	0.20972749907038812
128	0.3541048734650045	0.21775750243043376
