radius	low	clinical
100	0.2846536675162035	0.09802345897526966
102	0.28434341498274784	0.09781025768050912
104	0.28394840881584504	0.09759003434289101
106	0.28347233916602227	0.09734502467641971
108	0.282945971674642	0.0970917448662903
110	0.28237678083860324	0.09684082538747221
112	0.28194304668118375	0.09662809425636959
114	0.28155484800446673	0.0964076346714345
116	0.2811549573753969	0.09623176274758942
118	0.28072406031260966	0.09602479255968273
120	0.28041987966145615	0.09584788347688028
122	0.2805371302028868	0.09587860809375867
124	0.28089149940036445	0.09594716917244653
126	0.28144464838928085	0.09615112619645755
128	0.28221874339188335	0.09645227161866697
130	0.2830190177533708	0.09684515135045633
132	0.2837354748969683	0.09729677806598527
134	0.28897878408544136	0.11589134481973995
136	0.30698511848372073	0.17082202932181645
138	0.309857990282065	0.17912049861060259
140	0.3108181403324037	0.18194956921305377
142	0.3114197859707322	0.18343706209001473
144	0.3118881456735819	0.18432427106404256
146	0.312289557587779	0.1849027157340175
148	0.3126524540560081	0.18530427118581577
150	0.31301060907371525	0.18560299734027655
152	0.3133469843180395	0.1858630570983085
154	0.3137120545529095	0.18609327881164522
156	0.3140537609481705	0.1862874020773114
158	0.31436761944875397	0.18647766328239773
160	0.3146676868430892	0.18664243415231851
162	0.3149252324010703	0.18677447541111733
164	0.31514025375908167	0.1868828286466479
166	0.31534716542552005	0.18699111727885628
168	0.3155335398923033	0.18706951850789771
170	0.31568941109662046	0.187139579465563
172	0.3158210307484451	0.18719811629135796
174	0.3159283092198705	0.18725606076828596
176	0.3159921608628103	0.18728542987775595
178	0.3160493475014167	0.1872991087527184
180	0.31607066336821726	0.1873023656216935
182	0.3160736511160513	0.18729956617868015
