radius	low	clinical
100	0.3471817035345685	0.12798303845741246
102	0.34793355147949767	0.12799094822708648
104	0.3488443091078005	0.12810508701216988
106	0.3500975711242487	0.12837301852759478
108	0.351304743902577	0.12861253771498204
110	0.3526728368330869	0.12895773813031236
112	0.35455622239172846	0.1295070734573083
114	0.35684342817557085	0.13022737761145198
116	0.35948577500426904	0.13110191727841375
118	0.3621635470562443	0.1320051237926211
120	0.36511610023415825	0.13301487538410917
122	0.3680907563504683	0.13404054743200003
124	0.3713307075884205	0.13517698448647675
126	0.3745551252016238	0.13630176715670822
128	0.3782244575156202	0.13762801805291414
130	0.382100474632805	0.1391157179702519
132	0.3851985335594955	0.14042286783353203
134	0.39601780541444914	0.17122487090898622
136	0.4376586558266662	0.26837271333776574
138	0.44804063641329694	0.2861838571891865
140	0.4530462821460574	0.29351321172953265
142	0.4564641547894625	0.2980160118512127
144	0.45901588169476	0.3010586660638736
146	0.4610695892126126	0.30329177977704
148	0.46265878786822934	0.30491421896383075
150	0.4640183694323308	0.3062153679865043
152	0.4651505555716367	0.30724543557761297
154	0.4661786122935626	0.3081523780962485
156	0.46707915705204184	0.30890306832928227
158	0.4678597420414326	0.3095451007769257
160	0.46856528457418684	0.3101129919677188
162	0.4691495464153225	0.3105734088046593
164	0.46963492151867237	0.31095126950623897
166	0.47010093568953415	0.3113190868602167
168	0.47049551853129346	0.3116142236328259
170	0.47082305899806204	0.31184041032112375
172	0.4710737644846415	0.31202542509201775
174	0.47127466602682916	0.3121713937150138
176	0.47139111965883956	0.312244143650243
178	0.47148537434216825	0.31228984680604077
180	0.4715302035001379	0.3123062725396696
182	0.47153642899609766	0.3123086224105892
