radius	low	clinical
70	0.3362552523612976	0.783010721206665
72	0.3364655673503876	0.7817786931991577
74	0.33677011728286743	0.7805691957473755
76	0.3370591998100281	0.7794206142425537
78	0.33737677335739136	0.7783096432685852
80	0.3377099335193634	0.7772224545478821
82	0.3378552496433258	0.7760579586029053
84	0.3374561071395874	0.7745401859283447
86	0.33586230874061584	0.7725421190261841
88	0.3332135081291199	0.7700956463813782
90	0.3300974369049072	0.7673712968826294
92	0.32687902450561523	0.7646341323852539
94	0.3237100839614868	0.7619485855102539
96	0.32066023349761963	0.7592891454696655
98	0.3178138732910156	0.7567302584648132
100	0.31519845128059387	0.7543138265609741
102	0.3129010796546936	0.7520413398742676
104	0.3109949231147766	0.7499798536300659
106	0.30963316559791565	0.7481347918510437
108	0.308931440114975	0.7466315627098083
110	0.30897998809814453	0.7455417513847351
112	0.30966857075691223	0.7447592616081238
114	0.31070536375045776	0.7440711855888367
116	0.3116677403450012	0.7433303594589233
118	0.3121936619281769	0.742366373538971
120	0.31251201033592224	0.7413702011108398
122	0.3135986924171448	0.7407811880111694
124	0.3157430589199066	0.7405771613121033
126	0.3181512653827667	0.7404417395591736
128	0.32037290930747986	0.740250825881958
