radius	low	clinical
70	0.3570169750673761	0.17326931660376543
72	0.3581430008243877	0.17608630413401616
74	0.3589753956133508	0.1786806362290869
76	0.3591638442295163	0.18065888680957293
78	0.35910963544233215	0.18250901797627936
80	0.35890839180413153	0.18416688617704724
82	0.3585436368345443	0.18563523447355915
84	0.35795132971360905	0.18689333602486413
86	0.3573446555182456	0.188150529079773
88	0.35673546673792	0.18924108417540383
90	0.3563148782446984	0.19040230774284816
92	0.35608644579250165	0.1917578814893588
94	0.35617190810142946	0.19333484763821224
96	0.3564559098850066	0.19496650567087506
98	0.3569310680044336	0.1967012338664817
100	0.357745248396459	0.1986307554785519
102	0.35889043481680494	0.20073176824397865
104	0.3602953611137209	0.20301540792884165
106	0.36196774755163064	0.20556978598962777
108	0.3639136726470829	0.208289345428697
110	0.36610938126345577	0.21126221459249095
112	0.36859579094632616	0.21448751740103467
114	0.3713179463203977	0.21796394363354465
116	0.3743200097431843	0.2216928116866757
118	0.37760049445460364	0.2256789903158869
120	0.3811140724885127	0.22995593513139792
122	0.38478400094548315	0.23445670769918076
124	0.3884914496989368	0.23909477595691392
126	0.39204980401125566	0.24374880056819717
128	0.39598361935235055	0.24865219268422686
