radius	low	clinical
70	0.3286034166812897	0.7863733768463135
72	0.3287544548511505	0.7864322662353516
74	0.329000324010849	0.786598801612854
76	0.32941755652427673	0.7868650555610657
78	0.3301171064376831	0.7872633337974548
80	0.33116772770881653	0.7878285050392151
82	0.33238205313682556	0.7884790301322937
84	0.33349156379699707	0.7890522480010986
86	0.3343082070350647	0.7894399166107178
88	0.3347516357898712	0.7896217107772827
90	0.3348405063152313	0.7896078824996948
92	0.33464184403419495	0.7894050478935242
94	0.334372878074646	0.7888392210006714
96	0.3340247571468353	0.787449836730957
98	0.3336505889892578	0.7853145599365234
100	0.33322787284851074	0.7827950119972229
102	0.3327023386955261	0.7802107334136963
104	0.3322652280330658	0.7777267694473267
106	0.332023024559021	0.7753899097442627
108	0.3319185972213745	0.773169219493866
110	0.33200037479400635	0.7710761427879333
112	0.3323837220668793	0.769103467464447
114	0.3329868018627167	0.7671613693237305
116	0.3336106538772583	0.7651547193527222
118	0.3340243399143219	0.762921154499054
120	0.3340694308280945	0.7604268193244934
122	0.33383914828300476	0.7576820850372314
124	0.33368372917175293	0.756195068359375
126	0.33368372917175293	0.756195068359375
128	0.33368372917175293	0.756195068359375
